,user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,answer_correctness,Precision,Recall,Reranker Score,F1 Score
261,Who founded Stockholm as a city in 1252?,"['The area has been settled since the Stone Age, in the 6th millennium BC, and was founded as a city in 1252 by Swedish statesman Birger Jarl.']","The city of Stockholm was founded by the Swedish statesman **Birger Jarl** in 1252. The earliest written mention of the name Stockholm dates from this year, by which time the mines in Bergslagen made it an important site in the iron trade. The name ""Stockholm"" is thought to refer to the islet Helgeandsholmen in central Stockholm, with ""stock"" meaning log or fortification and ""holm"" meaning islet. The city was established to protect Sweden from sea invasions made by Karelians after the pillage of Sigtuna on Lake Mälaren in the summer of 1187 [1][31].

Stockholm's core, the present Old Town (Gamla Stan), was built on the central island next to Helgeandsholmen from the mid-13th century onward. The city originally rose to prominence as a result of the Baltic trade of the Hanseatic League, developing strong economic and cultural linkages with cities such as Lübeck, Hamburg, Gdańsk, Visby, Tallinn, and Riga [32].

The strategic and economic importance of Stockholm made it a significant factor in relations between the rulers of the Kalmar Union and the Swedish anti-unionist movement in the fifteenth and early sixteenth centuries. The city's growth and development continued, with notable events such as the Stockholm Bloodbath in 1520 and the accession of Gustav Vasa in 1523, which marked the beginning of royal power and further population growth [37].

The seventeenth century saw Sweden grow into a major European power, reflected in the development of Stockholm. The population multiplied sixfold from 1610 to 1680, and in 1634, Stockholm became the official capital of the Swedish empire. Trading rules were created that gave Stockholm an essential monopoly over trade between foreign merchants and other Swedish, Baltic, and Scandinavian territories. The time of the Swedish Empire also saw several architectural modernizations of the city [38].

The provided sources do not contain any information about the specific reasons why Birger Jarl chose the location for Stockholm or the exact details of the city's early development. Further study could explore the geopolitical and economic factors that influenced the founding of Stockholm and the early strategies employed to establish it as a significant trade and defensive hub.","The area has been settled since the Stone Age, in the 6th millennium BC, and was founded as a city in 1252 by Swedish statesman Birger Jarl.",0.125,0.906058052,0.32079074,1,1,1,1
262,How many farms produce 10 to 12 short tons of cheese each year?,"['The production of cheese is important to the local economy as eight farms produce 10 to 12 short tons (9,100 to 10,900 kg) of cheese each year.']","The provided source mentions that eight farms in Undredal produce 10 to 12 short tons (9,100 to 10,900 kg) of cheese each year [1]. This cheese production is a significant part of the local economy, and the farms use traditional methods to create the famous brown goat cheese known as *geitost*. The village is also known for its goat sausage production, adding to its agricultural heritage. If you are interested in learning more about the traditional cheese-making process or the economic impact of these farms, let me know!","The production of cheese is important to the local economy as eight farms produce 10 to 12 short tons (9,100 to 10,900 kg) of cheese each year.",0.142857143,0.861658524,0.555217902,1,1,1,1
263,What is the name of the smallest stave church in Northern Europe?,"['Undredal is home to the smallest stave church in Northern Europe, Undredal Stave Church.']","The smallest stave church in Northern Europe is the **Undredal Stave Church**. Located in the village of Undredal, Norway, this church is a notable landmark in the region. The village of Undredal is situated along the Aurlandsfjorden, a branch of the larger Sognefjorden, and is known for its picturesque setting and traditional cheese production. The Undredal Stave Church stands as a testament to the rich cultural heritage of the area, attracting visitors who appreciate both its historical significance and architectural charm [1].

The village of Undredal is not only famous for its stave church but also for its unique local economy, which revolves around the production of brown goat cheese (geitost) and goat sausage. This traditional cheese-making process is a vital part of the local economy, with eight farms producing approximately 10 to 12 short tons (9,100 to 10,900 kg) of cheese annually. The combination of natural beauty, historical architecture, and culinary traditions makes Undredal a distinctive and appealing destination for tourists [1].

Would you like to know more about the history of stave churches or the traditional cheese-making process in Undredal?","Undredal is home to the smallest stave church in Northern Europe, Undredal Stave Church.",0.307692308,0.976589784,0.36867403,1,1,1,1
264,When was the Milford Track opened?,"['[8]\n\nThe area had already become a destination for trampers, following the opening up of the Milford Track from Lake Te Anau to Milford Sound in 1889 by New Zealand explorers Quintin McKinnon and Donald Sutherland,[9] which received significant publicity from a 1908 article in the London Spectator describing it as the ""Finest Walk in the World"".']","The Milford Track, a renowned hiking route in New Zealand, was opened in 1889. This track, which stretches from Lake Te Anau to Milford Sound, was developed by New Zealand explorers Quintin McKinnon and Donald Sutherland. The track quickly gained fame and became a popular destination for trampers, further solidifying its reputation as a must-visit location. The significance of the Milford Track was highlighted by a 1908 article in the London Spectator, which described it as the ""Finest Walk in the World"" [1].

The opening of the Milford Track marked a pivotal moment in the development of Fiordland National Park, which was later established in 1904. The park's creation was influenced by suggestions from notable figures such as Thomas Mackenzie, the future Prime Minister, and John Hay, the Southland Commissioner of Crown Lands. Their advocacy for preserving the region's natural beauty led to the designation of 10,000 square kilometers of Fiordland as a national reserve [1].

The Milford Track's history is deeply intertwined with the broader narrative of conservation and tourism in New Zealand. The track's establishment not only showcased the country's natural wonders but also laid the groundwork for future conservation efforts. The park's designation in 1904 was a direct result of the growing recognition of the area's unique landscapes and the need to protect them for future generations.

Would you like to know more about the history of Fiordland National Park or the development of other iconic hiking trails in New Zealand?","[8]

The area had already become a destination for trampers, following the opening up of the Milford Track from Lake Te Anau to Milford Sound in 1889 by New Zealand explorers Quintin McKinnon and Donald Sutherland,[9] which received significant publicity from a 1908 article in the London Spectator describing it as the ""Finest Walk in the World"".",0.368421053,0.887009509,0.500282924,1,1,1,1
265,Where was Gaspar Melchor de Jovellanos born?,"['Gaspar Melchor de Jovellanos, a polymath and prominent reformer and politician of the late 18th century, was born in the seaside town of GijÌ?n.']","Gaspar Melchor de Jovellanos, a prominent reformer and politician of the late 18th century, was born in the seaside town of Gijón [1]. Jovellanos is renowned for his contributions to the Spanish Enlightenment, a period marked by intellectual and cultural advancements. His birthplace, Gijón, is located in the region of Asturias, which was a significant center of enlightenment thought during his time.

The Spanish Enlightenment saw a flourishing of ideas and reforms, with figures like Benito de Feijóo also making significant contributions. Feijóo, a renowned Galician thinker, settled in the Benedictine Monastery of San Vicente de Oviedo, further enriching the intellectual landscape of Asturias [1].

While Jovellanos' birthplace is well-documented, his life and works continue to be studied for their impact on Spanish society and politics. His legacy endures, inspiring further exploration into the era of the Spanish Enlightenment and its key figures. If you are interested in learning more about the Spanish Enlightenment or the contributions of other notable figures from this period, such as Benito de Feijóo, feel free to ask.","Gaspar Melchor de Jovellanos, a polymath and prominent reformer and politician of the late 18th century, was born in the seaside town of GijÌ?n.",0.142857143,0.911062649,0.404568541,1,1,1,1
266,When was the name of the waterfall first published on a Venezuelan government map?,"['The name of the waterfall\x89ÛÓ""Salto del Ì\x81ngel""\x89ÛÓwas first published on a Venezuelan government map in December 1939.']","The name of the waterfall, ""Salto del Ángel,"" was first published on a Venezuelan government map in December 1939. This publication followed the adventurous flight of American aviator Jimmie Angel, who flew over the falls in 1933 and later attempted to land his plane atop Auyán-tepui in 1937. His expedition brought attention to the falls, leading to their eventual naming and mapping [13].","The name of the waterfallÛÓ""Salto del Ìngel""ÛÓwas first published on a Venezuelan government map in December 1939.",0.166666667,0.891902301,0.437341868,1,1,1,1
267,How long did it take Angel and his three companions to make their way back to civilization?,"['It took them 11 days to make their way back to civilization by the gradually sloping back side, but news of their adventure spread and the waterfall was named Angel Falls in his honor.']","The provided sources contain information about the duration of the journey back to civilization for Jimmie Angel and his three companions. After their plane was damaged on the Auyán-tepui, they were forced to descend the tepui on foot. It took them 11 days to make their way back to civilization by the gradually sloping back side of the tepui [1].

The journey was arduous and spread news of their adventure, leading to the waterfall being named Angel Falls in honor of Jimmie Angel. The name ""Salto del Ángel"" was first published on a Venezuelan government map in December 1939 [1].

If you are interested in more details about the adventure or the naming of the waterfall, feel free to ask.","It took them 11 days to make their way back to civilization by the gradually sloping back side, but news of their adventure spread and the waterfall was named Angel Falls in his honor.",0.444444444,0.910226923,0.789293469,1,1,1,1
268,What is the highest point in Peninsular Malaysia accessible by car?,"[""Today, the haven is not only the biggest and best known of Malaysia's hill stations; it is also the highest point in Peninsular Malaysia accessible by car.""]","The highest point in Peninsular Malaysia accessible by car is Cameron Highlands. This region is renowned not only as the largest and most famous of Malaysia's hill stations but also for its accessibility by road, making it a popular destination for both locals and tourists seeking cooler climates and scenic landscapes [1].

Cameron Highlands has a rich history marked by periods of growth and stagnation. The area saw significant development until the outbreak of the Second World War. During the Japanese Occupation of the Malay Peninsula from 1942 to 1945, development in the region came to a halt. However, when the Japanese withdrew in August 1945, the area began to transform. This progress was again interrupted during the Malayan Emergency from 1948 to 1960. Following the end of the conflict, Cameron Highlands experienced continuous changes in its landscape, evolving into the well-known hill station it is today [1].

The region's accessibility by car makes it a unique destination, offering a blend of natural beauty and historical significance. Visitors can enjoy the cool climate, lush tea plantations, and various outdoor activities, all while appreciating the historical context that has shaped Cameron Highlands into what it is today.

Would you like to know more about the historical events that shaped Cameron Highlands, such as the Japanese Occupation or the Malayan Emergency?","Today, the haven is not only the biggest and best known of Malaysia's hill stations; it is also the highest point in Peninsular Malaysia accessible by car.",0.176470588,0.955532412,0.372766938,1,1,1,1
269,How many members does the Snowdonia national park authority have?,"['[13][14]\n\nThe park is governed by the Snowdonia national park authority, which has 18 members: 9 appointed by Gwynedd, 3 by Conwy, and 6 by the Welsh Government to represent the national interest.']","The Snowdonia National Park Authority, which governs Snowdonia National Park, has a total of 18 members. These members are appointed by different entities: 9 are appointed by Gwynedd, 3 by Conwy, and 6 by the Welsh Government to represent the national interest [1][2]. The authority's main offices are located in Penrhyndeudraeth [2].

Snowdonia National Park, officially known as Eryri National Park in English and Parc Cenedlaethol Eryri in Welsh, was established in October 1951. It was the third national park in the United Kingdom, following the Peak District and Lake District, which were established earlier in the same year. The park covers 827 square miles (2,140 km²) in the counties of Gwynedd and Conwy and includes 37 miles (60 km) of coastline [1].

The park authority has undergone a significant change in nomenclature. Until November 2022, the authority used the names Snowdonia and Snowdon when referring to the national park and mountain in English. However, it announced that it would adopt the Welsh names, Eryri and Yr Wyddfa, respectively. After a two-year transition period, the authority confirmed in November 2024 that this change would be permanent due to its success in gaining support and adoption by many businesses and media [1].

Would you like to know more about the governance structure of Snowdonia National Park or its recent name changes?","[13][14]

The park is governed by the Snowdonia national park authority, which has 18 members: 9 appointed by Gwynedd, 3 by Conwy, and 6 by the Welsh Government to represent the national interest.",0.3125,0.968041909,0.52533825,0.5,1,1,0.666666667
270,When was Snowdonia National Park established?,"['North states that ""When the Committee delineated provisional boundaries, they included areas some distance beyond Snowdonia proper.Snowdonia National Park, officially Eryri National Park in English (since 2022) and Parc Cenedlaethol Eryri in Welsh, was established in October 1951.']","Snowdonia National Park, officially known as Eryri National Park in English and Parc Cenedlaethol Eryri in Welsh, was established in October 1951. It was the third national park in the United Kingdom, following the Peak District and Lake District, which were established earlier in the same year. The park covers an extensive area of 827 square miles (2,140 km²) across the counties of Gwynedd and Conwy, and it includes 37 miles (60 km) of coastline [13][14].

The park is governed by the Snowdonia National Park Authority, which consists of 18 members. Nine of these members are appointed by Gwynedd, three by Conwy, and six by the Welsh Government to represent national interests. The authority's main offices are located in Penrhyndeudraeth [15][16].

The park authority initially used the names Snowdonia and Snowdon when referring to the national park and the mountain in English. However, in November 2022, the authority announced that it would transition to using the Welsh names, Eryri and Yr Wyddfa, respectively. After a two-year transition period, the authority confirmed in November 2024 that the change would be permanent due to its success in gaining support and adoption by many businesses and media outlets [1].

The establishment of Snowdonia National Park marked a significant milestone in the conservation efforts of the United Kingdom, providing a protected area for the unique landscapes and biodiversity of North Wales. The park's governance structure ensures that both local and national interests are represented, facilitating effective management and preservation of the region's natural heritage. The transition to using Welsh names for the park and the mountain reflects a broader effort to recognize and promote the cultural and linguistic identity of Wales.","North states that ""When the Committee delineated provisional boundaries, they included areas some distance beyond Snowdonia proper.Snowdonia National Park, officially Eryri National Park in English (since 2022) and Parc Cenedlaethol Eryri in Welsh, was established in October 1951.",0.090909091,0.92321065,0.34825952,0.5,1,1,0.666666667
271,How many large blocks were used in the construction of the Pyramid?,"['The Great Pyramid was built by quarrying an estimated 2.3 million large blocks, weighing 6 million tonnes in total.']","The provided sources contain information about the construction of the Great Pyramid of Giza in Egypt. The Great Pyramid was built by quarrying an estimated 2.3 million large blocks, weighing 6 million tonnes in total. The majority of the stones are not uniform in size or shape, and are only roughly dressed. The outside layers were bound together by mortar. Primarily local limestone from the Giza Plateau was used for its construction. Other blocks were imported by boat on the Nile: white limestone from Tura for the casing, and blocks of granite from Aswan, weighing up to 80 tonnes, for the ""King's Chamber"" structure. The Great Pyramid was built by quarrying an estimated 2.3 million large blocks, weighing 6 million tonnes in total [1].

The provided sources do not contain any information about the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 32 daily readings takes an in-depth look at a single block of the pyramid. When these blocks are combined they form the structure of the pyramid of success. Discover the building blocks and key values, from confidence to faith, that brought Coach to the pinnacle of success as a leader, a teacher and a follower of God [2].

The provided sources do not contain any information about the number of large blocks used in the construction of Coach Wooden's Pyramid of Success. The Pyramid of Success is a metaphorical concept and does not involve the physical construction of large blocks. The Pyramid of Success is a concept developed by legendary college basketball coach John Wooden and Jay Carty. It reveals that success is built block by block, where each block is a crucial principle contributing to life-long achievement in every area of life. Each of these 3","The Great Pyramid was built by quarrying an estimated 2.3 million large blocks, weighing 6 million tonnes in total.",0.19047619,0.923631174,0.344710486,1,1,1,1
272,How many large blocks were used in the construction of The Great Pyramid?,"['The Great Pyramid was built by quarrying an estimated 2.3 million large blocks, weighing 6 million tonnes in total.']","The Great Pyramid of Giza, one of the most iconic structures in human history, was constructed using an estimated 2.3 million large blocks. These blocks, which were quarried and transported to the site, vary in size and shape, and were primarily bound together using mortar. The majority of the stones used in the construction were local limestone from the Giza Plateau, while other materials, such as white limestone from Tura and granite from Aswan, were imported by boat on the Nile. The precise methods used to quarry, transport, and assemble these massive blocks remain a subject of ongoing debate and study among archaeologists and engineers [1][8].","The Great Pyramid was built by quarrying an estimated 2.3 million large blocks, weighing 6 million tonnes in total.",0.181818182,0.888877419,0.338375622,1,1,1,1
273,Who excavated Tell es-Sultan?,"[""Ernst Sellin and Carl Watzinger excavated Tell es-Sultan and Tulul Abu el-'Alayiq between 1907 and 1909, and in 1911, and John Garstang excavated between 1930 and 1936.""]","The archaeological site of Tell es-Sultan, also known as Old Jericho, has been the focus of numerous excavations over the years. The first excavations were conducted by Charles Warren in 1868. Subsequent excavations were carried out by Ernst Sellin and Carl Watzinger between 1907 and 1909, and again in 1911. John Garstang led excavations from 1930 to 1936. Kathleen Kenyon worked at the site between 1952 and 1958. More recently, Lorenzo Nigro and Nicolò Marchetti conducted excavations from 1997 to 2000. Since 2009, the Italian-Palestinian archaeological project of excavation and restoration has been ongoing, directed by Lorenzo Nigro and Hamdan Taha, with Jehad Yasine joining the team since 2015 [1].

The site is significant for its historical and archaeological value, particularly as it is considered the oldest fortified city in the world. The excavations have revealed layers of habitation dating back to the Stone Age, including the Pre-Pottery Neolithic A and B periods. The site's continuous occupation and strategic location have made it a rich source of information about early human settlements in the region.

The excavations at Tell es-Sultan have uncovered various structures and artifacts that provide insights into the lives of its ancient inhabitants. For example, the Tower of Jericho, dating back to the Pre-Pottery Neolithic period, is one of the earliest known examples of monumental architecture. The site's strategic location near the Spring of 'Ain es-Sultan has also been a crucial factor in its long history of occupation.

The ongoing excavations and restoration efforts at Tell es-Sultan continue to shed light on the complex history of this ancient site. The collaborative efforts between Italian and Palestinian archaeologists have led to significant discoveries, such as Tower A1 in the Middle Bronze Age southern Lower Town and Palace G on the eastern flanks of the Spring Hill, dating from Early Bronze III. These findings contribute to our understanding of the cultural and technological developments of the region over thousands of years.

Would you like to know more about the specific discoveries made at Tell es-Sultan or the methods used in these excavations?","Ernst Sellin and Carl Watzinger excavated Tell es-Sultan and Tulul Abu el-'Alayiq between 1907 and 1909, and in 1911, and John Garstang excavated between 1930 and 1936.",0.52,0.881658413,0.366439167,1,1,1,1
274,What year was administrative control handed over to the Palestinian Authority?,"['[3]\n\nFrom the end of the era of Mandatory Palestine, the city was annexed and ruled by Jordan from 1949 to 1967 and, with the rest of the West Bank, has been subject to Israeli occupation since 1967; administrative control was handed over to the Palestinian Authority in 1994.']",Administrative control was handed over to the Palestinian Authority in 1994 [1].,"[3]

From the end of the era of Mandatory Palestine, the city was annexed and ruled by Jordan from 1949 to 1967 and, with the rest of the West Bank, has been subject to Israeli occupation since 1967; administrative control was handed over to the Palestinian Authority in 1994.",1,0.99392354,0.524618303,1,1,1,1
